Q,A,label
짝사랑 하는 사람이랑 잘됐으면 좋겠다.,꼭 잘 될거예요.,2
짝사랑 하는 상대가 나를 싫어하는 것 같애.,그것만큼 마음 아픈 일도 없겠네요.,2
짝사랑 하는 여자 때문에 신경이 곤두서.,내 맘같지 않아서 그런가봐요.,2
짝사랑 하는 여자가 헷갈리게 합니다.,직접 물어보는 것도 좋은 방법이에요.,2
짝사랑 하는 여자랑 뽀뽀하는 꿈 꿨어요.,은연 중에 많이 생각했나봐요.,2
짝사랑 하는 여자애가 오늘 꿈에 나온다면 소원이 없겠네.,지금처럼 생각 많이 하고 자면 꿈이 나타날 거예요.,2
짝사랑 하는 여자에 대한 고민 좀 들어주세요.,말씀해보세요.,2
짝사랑 하는 여자한테 고백한다? 안한다?,용기를 내서 고백해보는 건 어떨까요.,2
짝사랑 하니까 감정 기복 장난 아님.,사랑이 내맘같지 않아서 그렇게 되나봐요.,2
짝사랑 하던 사람 못 잊을 것 같애.,생각처럼 쉽지 않지요.,2
짝사랑 하던 사람이 있는데 끝까지 포기 못할 것 같아.,끝을 받아들이는 것도 필요합니다.,2
짝사랑 하던 사람이랑 썸 타고 싶어.,먼저 연락해보는 것도 좋을 것 같습니다.,2
짝사랑 하던 사람이랑 썸 탈 것 같애.,좋은 소식이네요.,2
짝사랑 하던 사람한테 고백했는데 차임. 계속 좋아해도 될까.,좋아하는 건 본인의 자유지만 많이 힘들 거예요.,2
짝사랑 하면 무슨 기분인지 알긴 해요?,저는 짝사랑 전공이에요.,2
짝사랑 하면서 내가 초라하게 느껴져.,나만 좋아한다는 사실이 그렇게 만들어요.,2
짝사랑 해봤어?,해봤어요.,2
짝사랑 했던 그가 떠나갔어.,여기까지 인연이었나봅니다.,2
짝사랑 했던 그녀가 남친이 생겼대.,마음이 아프겠네요.,2
짝사랑 했던 그에게 여자친구가 생겼어.,마음이 아프겠네요.,2
짝사랑 했던 여자가 떠나갔네.,여기까지 인연이었나봅니다.,2
짝사랑 힘들어,그래도 좋아하는 동안 행복하길 바라요.,2
짝사랑만 하다보니 이 세상에 나 혼자인 것 같네.,혼자가 아니에요.,2
짝사랑만 하다보니 자존감이 떨어졌어.,소중한 당신을 위해 자존감을 높이는게 좋아요.,2
짝사랑만이 답일까.,짝사랑만이 답을 아니랍니다.,2
짝사랑에서 연인으로 발전 가능?,노력에 따라 가능성이 달라지겠죠.,2
짝사랑에서 연인으로 발전하려면 어떻게 해야 해?,나의 존재를 인지시켜야죠.,2
짝사랑은 안 이뤄지나봐.,이뤄질 수도 있답니다.,2
짝사랑은 언제까지나 짝사랑일 뿐이가봐요.,사랑으로 이어질 수도 있어요. 힘을 내세요.,2
짝사랑은 언제나 고독할까.,짝사랑에서만 그치는 것은 고독한 것 같아요.,2
짝사랑은 짝사랑으로 남는게 좋은 걸까요.,그렇지는 않아요.,2
짝사랑은 힘든 거 같아,그래도 좋아하는 동안 행복하길 바라요.,2
짝사랑을 끝내니까 마음이 허전해.,사랑했던 기억이 남아있어서 그래요.,2
짝사랑을 너무 오래해서 현타 와.,짝사랑 권태기인가봅니다,2
짝사랑을 하다보니 자존감이 낮아졌어.,그러니 자신을 더 사랑해주세요.,2
짝사랑이 이렇게 힘들줄을 몰랐어요.,사랑하는 만큼 바라게 되고 또 힘들게 되죠.,2
짝사랑이 이뤄지지 않을 것 같은데 계속 좋아해도 될까?,좋아하지 않는다고 생각해서 좋아해지지 않는다면요.,2
짝사랑인 상대한테 고백했는데 짝남이 오해하게 해서 미안하대.,세상에서 제일 슬픈 말이네요.,2
짝사랑인가 썸인가,썸이길 바랄게요.,2
짝사랑인지 썸인지 구별하는 법,소개 해달라고 해보세요.,2
짝사랑중이야,진정으로 사랑한다면 그 사람도 당신의 사랑을 알아볼거예요.,2
짝사랑중인데 그 애는 저를 잘 알지 못하는데 연락을 하면 놀랠까요?,갑자기 연락하면 놀라겠죠.,2
짝사랑하는 기분이 뭔지 알아요?,같지는 않지만 알 것 같아요.,2
짝사랑하는 남자는 내가 싫은가봐.,그것만큼 마음 아픈 일도 없겠네요.,2
짝사랑하는 사람에 대한 마음이 갑자기 식었어.,무슨 계기가 있었을지도 몰라요.,2
짝사랑하는 사람이랑 엄청 편하게 지내는데 썸 가능?,썸 가능해요 이성으로 대해보세요.,2
짝사랑하는 여자가 저를 싫어하나봅니다.,그렇게 생각하게된 계기가 있었나봐요.,2
짝사랑하다고 솔탈함. 기 받아가.,기 받아갈게요.,2
짝사랑하면 어떤 기분이야?,혼자서 설레고 혼자 헤어지는 기분이에요.,2
짝사랑한 만큼 상처도 깊어져.,상처가 아무는덴 시간이 걸릴지도 몰라요.,2
쪼금 지겨워진 거 같아,갑작스러운 변화를 경험해보는 것도 좋을 거예요.,2
차 없으면 데이트 못해?,걸어다니면서 하는 데이트가 진정한 데이트죠.,2
차로 데려다줬는데,고마움을 전해보세요.,2
차였는데 좋아하는 감정이 사라지질 않아요.,정말 많이 좋아했나봐요.,2
착각이면 어떡해,연락 패턴을 살펴보세요.,2
착각일 수도 있는데 서로 좋아하는 것 같으면 고백해?,먼저 고백하는게 최선의 방법이에요.,2
착해서 잘해주는 건지 좋아하는 건지,직접 물어보세요.,2
착해서 잘해주는 건지 좋아하는 건지,헷갈린다고 말해보세요.,2
참 많이 좋아했는데.,추억으로 남기는 것도 좋은 선택일 거예요.,2
처음 마음이 아픈게 첫사랑인가,이루어 지지 않은 사랑은 모두 아프죠.,2
처음 커플템으로 어떤거를 할까?,"간단하게 팔찌나 양말, 모자, 신발 등으로 시작해보세요.",2
처음에는 가벼운 마음이었는데,대수롭지 않은 감정이 사랑으로 변해가는 거 같아요.,2
천년의 짝사랑이 식는 기분.,실망스러운 일이 있었나봐요.,2
첫 눈에 반하는게 가능해?,가능합니다!,2
첫 눈에 반하는게 가능해?,당연히 가능하죠.,2
첫 데이트에 뭐 먹는걸 좋을까?,좋아하는 걸 먹어야죠.,2
첫 만남에 키스했는데 너무 빠른걸까?,서로의 의사가 존중된 것이라면 괜찮지만 사귀고 난 후가 좋겠어요.,2
첫눈에 반함,운명적인 사랑이네요.,2
첫눈에 반해서 좋아할 수 있어?,당연히 가능하죠.,2
첫데이트 어디로 가는게 좋을까?,공원이나 익숙한 곳을 가보세요.,2
첫사랑 다시 만나도 사랑할 수 있을까?,다시 만나는 건 환상을 깨는 일이에요.,2
첫사랑 보고 싶어,지금 만나는 사람이 없다면 한번 연락해 보세요.,2
첫사랑 생각나,소중했던 추억이라고 생각해보세요.,2
첫사랑 생각나,지금의 사랑에 충실하세요.,2
첫사랑 생각만해도 아련해,그런 감정이 살아가는 원동력이 되는거 같아요.,2
첫사랑도 내 생각할까?,미련갖지 마세요.,2
첫사랑도 내가 보고 싶을까?,추억으로 남았다면 보고 싶고 궁금할거 같아요.,2
첫사랑을 다시 만났어.,새로운 사랑의 시작이 되길 바라요.,2
첫사랑을 추억해,첫사랑은 항상 추억의 대상이죠.,2
첫사랑이 떠올라,기억나면 기억나는대로 마음가는대로 그냥 놔두는게 좋은거 같아요.,2
첫사랑인 거 같아,당신의 첫사랑을 응원합니다.,2
청첩장 고르고 있어,둘 만의 추억이 담긴 청첩장을 만들어 보는곳도 좋을거같아요.,2
청첩장 골랐어,누구한테 줄지 생각해 보세요.,2
청첩장 누구 주지?,그게 제일 고민이죠.,2
청첩장 누구한테 주지?,당신이 축의금을 건냈던 모든 사람들에게 주세요.,2
청첩장 누구한테 줘야할지,그게 제일 고민이죠.,2
청첩장 돌리기 귀찮아,축하해주실 분들을 진심을 담아 초대해보세요.,2
청첩장 만들어야지,결혼 얼마 안 남았나봐요.,2
청첩장을 찍는 날이 오다니,결혼 얼마 안 남았나봐요.,2
최근에 헤어진 짝남한테 연락하면 주변에서 욕할까?,주변의 시선을 신경쓰면 아무것도 못해요.,2
최근에 헤어진 짝남한테 지금 연락하기는 너무 이를까?,위로를 해주면서 연락해보세요.,2
최근에 헤어진 짝녀한테 연락하면 내 연락을 받아줄까?,위로를 해줘보세요.,2
최소 썸인 듯.,고민 하고 있으면 썸의 가능성이 높겠네요.,2
최악의 소개팅이었어,이제 좋은 사람 만날 일만 남았네요.,2
출산휴가 있는 회사로 이직할까?,된다면 도전해보세요.,2
취업준비하는데 연애해도 될까?,옆에서 응원해주면서 사랑을 키워다고 좋을 거예요.,2
취준생인데 연애 부담 돼.,아무래도 부담이 되겠죠.,2
취준생인데 연애 해도 될까?,취업이랑 연애 둘 다 잘할 수 있을 거예요.,2
취향 알고 싶다,직접 물어보세요.,2
취향 좀 존중해줬으면,각자마다 취향이 있는 거죠.,2
친구 결혼 준비하는 거 보니까 나도 하고 싶어진다,행복해보이나 봅니다.,2
친구 결혼식에서 축가 준비 중,친구가 좋아하겠어요.,2
친구 사이로도 못 지낼 것 같아.,계속 생각날테니 그럴만 해요.,2
친구 짝남이 나 좋아하는데 어떡함.,여지를 주지 않는게 좋습니다.,2
친구 짝녀가 날 좋아하는데 어쩔.,모르는 척하는게 나을 수도 있겠어요.,2
친구가 결혼식 사회 봐주기로 했어,잘하고 오세요.,2
친구같은 연애 하고 싶어,유머코드가 맞는 사람을 찾아보세요.,2
친구도 아니고 사귀는 사이도 아닌데 뭐지?,본인의 감정에 귀 기울여보세요.,2
친구들과의 모임이 너무 많은 사람,적당하게 줄여주거나 나에게 믿음을 주라고 말해보세요.,2
친구들이 브라이덜샤워해준대,좋은 친구들 두셨네요!,2
친구들이 사랑하니까 예뻐졌대,행복 바이러스에 감염되셨군요.,2
친구들이 짝남 별로라고 하는게 짜증나.,왜 별로라고 할까요. 기분 상했겠어요.,2
친구들이 짝녀를 별로라고 하네요.,무슨 이유에서 그랬을까요.,2
친구들하고 욕하고 있는데 짝녀가 들었어.,하필 왜 그 순간 나타났을까요.,2
친구라도 될 걸 그랬나봐요.,친구로 남았어도 곁에서 계속 힘들었을 거예요.,2
친구랑 나랑 좋아하는 애가 같으면 어떡해?,결정 내리기 힘들겠어요.,2
친구랑 사랑하는 사람이 같아,사랑은 쟁취하는거예요.,2
친구로 남는게 좋을까 그냥 고백할까?,그 사이면 고백하는 게 좋겠어요.,2
친구로 좋아하는 건지 이성으로 좋아하는 건지 모르겠어요.,이전과 달라진 점을 느끼지 못했나봐요.,2
친구에서 연인이 되려면,이성으로 대해요.,2
친구의 구남친을 좋아하게 됐어요.,선택을 해야 겠네요.,2
친구의 남자친구가 눈에 들어와,만나지도 연락하지도 말아보세요.,2
친구의 남친 좋아하게 된 거 같아,사랑은 쟁취하는 거예요.,2
친구의 전 여친을 좋아하는 나.,선택을 해야 겠네요.,2
친구의 전여자친구가 좋은데 사겨도될까?,친구을 잃을 수도 있어요.,2
친구의 친구를 사랑하는 거 같아,슬픈 이야기네요.,2
친구의 친구를 사랑했네,슬픈 이야기네요.,2
친구인데 고백해도 될까?,솔직한 마음으로 다가가보세요.,2
친구인데 썸 타는 것 같아.,고민 하고 있으면 썸의 가능성이 높겠네요.,2
친한 동생인데 짝남이 되고 있는 느낌이에요.,받아들이기 쉽지 않죠.,2
친한 동생인데 짝녀가 된 것 같아요.,있을 수 있는 일이에요.,2
친한 동생인데 짝사랑하는 것 같습니다.,남녀 사이에서 있을 수 있는 일입니다.,2
친한 친구가 저를 좋아하는 것 같아요.,친구사이가 깨질까 걱정되나봐요.,2
친한 친구의 구남친이랑 사귀어도 될까요?,친한사이가 아니라면 괜찮지만 친구라면 속상할거예요.,2
친한 친구의 구여친이랑 사귀어도 되나.,친구라면 많이 실망할겁니다.,2
카리스마 있는 사람이 좋아,당신을 이끌어주는 남자를 만날 수 있을 거예요.,2
카톡 상메에 아직도 누구 좋아한다는 티 내는 법 좀.,의미심장한 메세지가 어떨까요.,2
카톡하고 싶고 자꾸 생각나고 그러면 좋아하는 건가?,아마 그럴 거예요.,2
카톡하는데 자꾸 웃음 나.,부러워요. 자연스러운 현상이에요.,2
카톡할때 너무 칼답하면 부담스러워할까?,귀여울 거 같아요.,2
카페 알바생이 좋아졌는데 들이대도 괜찮을까?,언제 끝나냐고 물어보세요.,2
카페에서 같이 알바하는 사람이 좋아졌어요.,자연스럽게 말을 걸어보세요.,2
커뮤니티 하는 썸남 어때?,그게 무슨 문제인가요.,2
커뮤니티 하는 썸녀 어때?,그게 무슨 문제인가요.,2
커플 여행 가면 잘 싸워?,연애 초면 싸우기도 하는 거 같아요.,2
커플여행 어떻게 생각해?,누구랑 가느냐가 중요하겠죠.,2
커플여행이 나을까 그냥 우리끼리 갈까?,저는 둘이 가는 걸 좋아해요.,2
커플여행이 나을까 그냥 우리끼리 갈까?,저는 둘이 가는 게 좋아요.,2
콩깍지 언제 벗겨져?,콩깍지 기한은 사람에 따라 다르겠죠.,2
콩깍지 왜 안 벗겨지지?,콩깍지 렌즈를 심어서 안 벗겨질 때도 있어요.,2
콩깍지가 씌었나봐. 아직도 좋아해.,많이 사랑하나봐요.,2
크리스마스인데 만나자고 해도 됨?,만나고 싶으면 만나야죠.,2
큰 시험 앞두고 짝사랑 하는 사랑이 생겼어요.,마음을 다잡는게 좋겠어요.,2
클럽 좋아하는 남자는 좋아하면 안되겠지.,같이 가서 놀아보면 깰 거예요.,2
클럽에서 만나서 사귀는거 어떻게 생각해?,어디서 만났든 그 후가 중요해요.,2
클럽에서 만난 남자친구와 오래 갈 수 있을까?,어디에서 만난 건 상관없어요.,2
클럽에서 여자친구 찾아볼까?,어디서 만났든 그 후가 중요해요.,2
키 작은 남자 좋아하는 여자 있나요?,취향이니까요.,2
키 작은 여자 좋아하는 남자 있나요?,그럼요.,2
키 큰 남자 만나고 싶어,그런 사람 만나길 바랄게요.,2
키 큰 여자는 별로인가?,키는 중요하지 않을 거예요.,2
턱시도 잘 어울림!,눈에 콩각지가 떨어지지 않기를 바랄게요.,2
팀장님을 좋아하게 됐는데 고백하면 안되겠지.,서로의 마음에 확신이 들 때 고백하세요.,2
팔베개하고 자다가 팔 저린데 말해야겠지?,손잡고 주무세요.,2
패턴 궁금해,직접 물어보세요.,2
패턴 아는데 풀어봐도 될까?,궁금하다고 보고 싶다고 먼저 말해보는 게 좋을 거 같아요.,2
편해지는게 당연한데 속상해.,설렘은 언제고 사라집니다.,2
풋풋한 사랑 하고 싶어.,설렘이 그리운가봐요.,2
프로포즈 곧 받을 거 같은데,김칫국물은 미리 마시는게 아니에요.,2
프로포즈 받았어,축하해요.,2
프로포즈할때 영상편지도 주려고,감동적인 선물이 될 거 같아요.,2
플라토닉 연애 어때?,가능한 거 같아요.,2
하고 많은 사람 중에 왜 나야?,당신이니까요.,2
하루 종일 같이 있고 싶어,서로 떨어져서 그리워할 시간을 적당히 만들어주는 게 관계를 더 깊게 만들어 주기도 할 거예요.,2
